date,product_id,category,region,price,quantity,discount,profit,month,day,weekend,stock_estimate,competitor_price
2017-12-18,FUR-CH-10001708,Furniture,East,126.882,9,0.1,139.5702,12,18,0,53,146.882
2017-03-10,FUR-FU-10003724,Furniture,East,6.696,1,0.2,0.5022,3,10,0,77,-29.304
2017-03-10,FUR-FU-10003535,Furniture,East,21.936,2,0.2,11.5164,3,10,0,45,7.936
2016-10-01,FUR-FU-10003724,Furniture,Central,8.370000000000001,5,0.0,10.881,10,1,1,57,54.370000000000005
2014-12-24,FUR-CH-10001146,Furniture,West,48.712,6,0.2,18.267,12,24,0,84,61.712
2017-09-23,FUR-FU-10000246,Furniture,West,9.776,3,0.2,3.666,9,23,1,52,36.776
2016-05-26,FUR-CH-10001973,Furniture,Central,77.686,5,0.3,-88.784,5,26,0,27,68.686
2016-11-22,FUR-FU-10000397,Furniture,East,19.94,2,0.0,11.1664,11,22,0,39,-17.06
2016-12-23,FUR-FU-10003664,Furniture,South,95.46,6,0.0,166.1004,12,23,0,94,46.46
2016-12-23,FUR-FU-10003664,Furniture,South,95.46,3,0.0,83.0502,12,23,0,75,55.46
2015-09-19,FUR-BO-10003433,Furniture,South,30.98,2,0.0,4.3372,9,19,1,58,57.98
2017-07-03,FUR-FU-10002554,Furniture,South,23.99,1,0.0,5.5177,7,3,0,89,7.989999999999998
2016-06-20,FUR-CH-10003846,Furniture,West,80.784,2,0.2,-8.0784,6,20,0,69,31.78400000000001
2016-09-24,FUR-CH-10003199,Furniture,East,77.686,2,0.3,-13.3176,9,24,1,56,42.68600000000001
2016-12-18,FUR-FU-10004960,Furniture,West,22.98,8,0.0,62.5056,12,18,1,94,-16.02
2015-06-14,FUR-FU-10001867,Furniture,East,8.512,6,0.2,5.1072,6,14,1,64,36.512
2016-05-23,FUR-FU-10003691,Furniture,West,12.35,3,0.0,16.302,5,23,0,39,-17.65
2017-04-02,FUR-FU-10003724,Furniture,West,8.37,3,0.0,6.5286,4,2,1,23,14.37
2017-03-31,FUR-FU-10004018,Furniture,East,14.89,2,0.0,8.0406,3,31,0,26,52.89
2014-10-03,FUR-CH-10002880,Furniture,Central,86.093,3,0.3,-70.1043,10,3,0,81,100.093
2017-05-04,FUR-TA-10003473,Furniture,West,300.904,1,0.2,11.2839,5,4,0,72,265.904
2017-04-26,FUR-FU-10000010,Furniture,Central,1.988,1,0.6,-1.4413,4,26,0,39,-11.012
2014-09-26,FUR-CH-10002961,Furniture,West,72.784,2,0.2,0.0,9,26,0,27,27.78400000000001
2017-11-10,FUR-CH-10003312,Furniture,West,224.784,4,0.2,-146.1096,11,10,0,49,240.784
2017-07-08,FUR-FU-10001588,Furniture,West,29.18,5,0.0,62.737,7,8,1,62,50.18
2015-12-24,FUR-BO-10002613,Furniture,West,84.294,7,0.7,-786.744,12,24,0,46,103.294
2015-09-14,FUR-TA-10003008,Furniture,West,182.55,5,0.0,118.6575,9,14,0,95,143.55
2016-09-03,FUR-FU-10003394,Furniture,Central,27.984,3,0.6,-90.2484,9,3,1,29,40.984
2016-02-05,FUR-FU-10004091,Furniture,South,6.28,3,0.0,7.1592,2,5,0,96,37.28
2016-02-05,FUR-BO-10004015,Furniture,South,119.99,2,0.0,52.7956,2,5,0,51,80.99
2017-10-09,FUR-TA-10002958,Furniture,Central,130.49,5,0.5,-430.617,10,9,0,33,90.49
2017-10-09,FUR-TA-10001676,Furniture,Central,22.215,3,0.5,-42.6528,10,9,0,28,61.215
2016-04-19,FUR-TA-10002622,Furniture,East,102.588,2,0.4,-58.1332,4,19,0,75,83.588
2014-04-06,FUR-TA-10001039,Furniture,East,51.588,3,0.4,-36.1116,4,6,1,73,39.588
2016-09-02,FUR-FU-10001967,Furniture,East,19.99,2,0.0,9.995,9,2,0,41,-25.01
2016-09-25,FUR-TA-10002356,Furniture,West,131.055,3,0.5,-204.4458,9,25,1,99,132.055
2016-07-09,FUR-CH-10002335,Furniture,East,204.003,2,0.1,72.5344,7,9,1,70,161.003
2016-07-09,FUR-FU-10000723,Furniture,East,41.32,4,0.0,14.8752,7,9,1,101,84.32
2017-01-28,FUR-FU-10003976,Furniture,West,12.58,3,0.0,12.8316,1,28,1,29,59.58
2015-09-21,FUR-FU-10001706,Furniture,Central,1.232,4,0.6,-1.4784,9,21,0,82,8.232
2014-12-19,FUR-CH-10000513,Furniture,South,129.98999999999998,14,0.0,163.7874,12,19,0,56,93.98999999999998
2015-10-15,FUR-CH-10002024,Furniture,Central,490.686,5,0.3,-350.49,10,15,0,43,513.6859999999999
2017-06-13,FUR-CH-10004289,Furniture,Central,67.186,7,0.3,-87.3418,6,13,0,81,48.18600000000001
2017-06-12,FUR-TA-10002530,Furniture,South,150.98,3,0.0,67.941,6,12,0,102,106.98
2014-05-04,FUR-FU-10001473,Furniture,East,13.73,2,0.0,9.8856,5,4,1,55,59.73
2016-03-11,FUR-TA-10001095,Furniture,East,122.003,2,0.3,-31.3722,3,11,0,48,123.003
2016-08-26,FUR-CH-10002126,Furniture,Central,170.78599999999997,6,0.3,-29.2776,8,26,0,49,122.78599999999996
2014-08-08,FUR-FU-10001602,Furniture,West,30.344,4,0.2,-3.0344,8,8,0,64,46.344
2017-12-09,FUR-CH-10000847,Furniture,Central,290.98,3,0.0,226.9644,12,9,1,63,337.98
2015-12-01,FUR-FU-10004270,Furniture,Central,1.672,4,0.6,-4.0128,12,1,0,81,-25.328
2015-11-03,FUR-FU-10003347,Furniture,West,14.2,3,0.0,16.614,11,3,0,82,58.2
2017-11-24,FUR-CH-10000785,Furniture,East,162.882,6,0.1,173.7408,11,24,0,80,170.882
2017-10-30,FUR-FU-10002885,Furniture,West,4.82,2,0.0,3.6632,10,30,0,99,-9.18
2016-11-24,FUR-FU-10000010,Furniture,West,4.97,2,0.0,3.0814,11,24,0,89,46.97
2015-08-01,FUR-TA-10003715,Furniture,West,167.496,6,0.2,-175.8708,8,1,1,69,169.496
2017-09-12,FUR-FU-10004270,Furniture,West,4.18,2,0.0,3.0096,9,12,0,41,40.18
2017-12-11,FUR-CH-10002961,Furniture,East,63.686,1,0.3,-9.098,12,11,0,32,80.686
2017-12-10,FUR-TA-10004256,Furniture,West,417.4,4,0.0,116.872,12,10,1,52,430.4
2015-12-06,FUR-FU-10002253,Furniture,West,34.352,6,0.2,48.9516,12,6,1,88,-3.6480000000000032
2016-07-22,FUR-FU-10002456,Furniture,East,5.824,2,0.2,3.3488,7,22,0,49,-5.176
2017-02-10,FUR-BO-10004015,Furniture,West,101.9915,2,0.15,16.7986,2,10,0,53,143.9915
2017-09-15,FUR-BO-10002545,Furniture,East,260.98,3,0.0,203.5644,9,15,0,27,281.98
2014-03-11,FUR-FU-10003981,Furniture,East,1.664,5,0.2,2.288,3,11,0,35,18.664
2014-12-31,FUR-BO-10002613,Furniture,East,224.784,7,0.2,196.686,12,31,0,83,228.784
2015-03-16,FUR-TA-10001039,Furniture,West,85.98,2,0.0,44.7096,3,16,0,26,123.98
2017-06-30,FUR-TA-10000577,Furniture,East,208.926,5,0.4,-295.9785,6,30,0,86,195.926
2014-11-23,FUR-CH-10000863,Furniture,West,120.784,5,0.2,-67.941,11,23,1,41,118.784
2014-11-23,FUR-CH-10000595,Furniture,West,190.72,2,0.2,23.84,11,23,1,58,151.72
2014-12-15,FUR-CH-10004675,Furniture,Central,152.656,5,0.3,-21.808,12,15,0,75,172.656
2015-08-09,FUR-TA-10002607,Furniture,East,42.534,9,0.4,-153.1224,8,9,1,45,40.534
2015-08-09,FUR-FU-10002157,Furniture,East,15.68,3,0.0,18.3456,8,9,1,77,55.68
2015-08-09,FUR-FU-10001706,Furniture,East,3.08,2,0.0,2.9568,8,9,1,53,37.08
2015-03-24,FUR-BO-10000362,Furniture,Central,119.686,3,0.3,-35.9058,3,24,0,79,74.68599999999999
2017-05-08,FUR-CH-10004540,Furniture,East,23.996,2,0.3,-2.0568,5,8,0,32,47.996
2017-10-16,FUR-FU-10001290,Furniture,East,42.1,13,0.0,175.136,10,16,0,88,60.1
2017-11-19,FUR-FU-10001967,Furniture,Central,7.996,2,0.6,-13.993,11,19,1,30,2.9960000000000004
2016-05-08,FUR-FU-10001488,Furniture,East,105.98,2,0.0,42.392,5,8,1,76,59.98
2014-05-26,FUR-BO-10000362,Furniture,West,145.333,2,0.15,27.3568,5,26,0,97,124.333
2017-07-08,FUR-FU-10002937,Furniture,West,99.23,2,0.0,99.23,7,8,1,46,110.23
2015-09-24,FUR-CH-10001270,Furniture,South,86.25,6,0.0,155.25,9,24,0,97,67.25
2017-06-21,FUR-FU-10004415,Furniture,East,3.5840000000000005,5,0.2,2.464,6,21,0,69,50.584
2016-05-26,FUR-FU-10000629,Furniture,East,13.79,3,0.0,17.3754,5,26,0,67,-30.21
2014-05-12,FUR-FU-10000010,Furniture,Central,4.97,7,0.0,10.7849,5,12,0,106,13.97
2015-01-10,FUR-TA-10001889,Furniture,East,254.526,4,0.4,-373.3048,1,10,1,103,294.526
2015-09-17,FUR-FU-10003535,Furniture,Central,10.968,2,0.6,-10.4196,9,17,0,69,54.968
2014-09-07,FUR-FU-10000758,Furniture,East,21.184,2,0.2,8.4736,9,7,1,62,-7.815999999999999
2016-11-07,FUR-FU-10002597,Furniture,West,4.94,3,0.0,6.2244,11,7,0,97,-7.06
2017-12-10,FUR-FU-10004306,Furniture,East,155.44,2,0.2,23.316,12,10,1,72,162.44
2014-08-16,FUR-TA-10001539,Furniture,East,142.182,6,0.4,-227.4912,8,16,1,50,171.182
2016-03-14,FUR-FU-10004020,Furniture,East,4.376,5,0.2,6.2905,3,14,0,27,-2.624000000000001
2014-06-03,FUR-TA-10004086,Furniture,West,85.98,6,0.0,113.4936,6,3,0,71,88.98
2015-07-13,FUR-CH-10000595,Furniture,East,214.56,9,0.1,321.84,7,13,0,35,254.56
2017-10-30,FUR-CH-10003061,Furniture,West,71.992,1,0.2,-0.8999,10,30,0,38,53.992
2017-09-08,FUR-TA-10004289,Furniture,Central,109.375,7,0.5,-566.5625,9,8,0,69,129.375
2017-10-07,FUR-BO-10003965,Furniture,West,153.833,2,0.15,-14.4784,10,7,1,30,179.833
2016-05-19,FUR-FU-10002088,Furniture,East,8.98,4,0.0,15.0864,5,19,0,76,42.98
2016-05-19,FUR-FU-10000010,Furniture,East,4.97,8,0.0,12.3256,5,19,0,103,-14.03
2015-12-20,FUR-BO-10003966,Furniture,Central,119.686,3,0.3,-71.8116,12,20,1,69,134.68599999999998
2017-04-29,FUR-TA-10001307,Furniture,East,209.67,5,0.4,-69.89,4,29,1,100,165.67
2017-10-30,FUR-FU-10004415,Furniture,East,3.584,2,0.2,0.9856,10,30,0,45,40.584
2015-11-22,FUR-TA-10004607,Furniture,Central,103.481,2,0.3,-32.5226,11,22,1,27,88.481
2017-10-14,FUR-FU-10001918,Furniture,West,4.73,2,0.0,3.6894,10,14,1,75,-28.27
2015-09-05,FUR-BO-10000330,Furniture,West,102.833,4,0.15,-4.8392,9,5,1,45,95.833
2015-09-05,FUR-BO-10003159,Furniture,West,97.733,3,0.15,-20.6964,9,5,1,49,90.733
2016-08-04,FUR-FU-10001591,Furniture,South,12.2,9,0.0,46.116,8,4,0,72,53.2
2014-12-01,FUR-CH-10001854,Furniture,Central,350.98,8,0.0,673.8816,12,1,0,32,363.98
2016-07-07,FUR-FU-10003039,Furniture,West,43.13,5,0.0,73.321,7,7,0,25,87.13
2016-11-13,FUR-FU-10004270,Furniture,West,4.18,1,0.0,1.5048,11,13,1,100,-4.82
2016-10-23,FUR-FU-10001196,Furniture,Central,2.308,7,0.6,-12.117,10,23,1,73,51.308
2014-06-09,FUR-TA-10004534,Furniture,South,205.9,7,0.0,245.021,6,9,0,32,226.9
2017-11-20,FUR-FU-10001861,Furniture,East,15.52,5,0.2,28.13,11,20,0,54,22.52
2017-11-20,FUR-FU-10000206,Furniture,East,2.328,2,0.2,1.5714,11,20,0,61,-41.672
2015-09-14,FUR-TA-10002607,Furniture,West,56.712,3,0.2,-8.5068,9,14,0,43,18.712
2014-05-25,FUR-FU-10002553,Furniture,Central,14.66,2,0.6,-24.189,5,25,1,43,-4.34
2016-02-16,FUR-CH-10004754,Furniture,Central,20.986,3,0.3,-2.6982,2,16,0,49,-19.014
2016-12-22,FUR-FU-10001935,Furniture,West,2.96,4,0.2,3.108,12,22,0,91,-29.04
2016-12-22,FUR-FU-10002878,Furniture,West,22.784,1,0.2,4.8416,12,22,0,26,12.784
2017-10-21,FUR-TA-10002356,Furniture,Central,262.11,1,0.0,62.9064,10,21,1,76,239.11
2015-11-05,FUR-CH-10001270,Furniture,South,69.0,3,0.2,25.875,11,5,0,32,97.0
2014-08-01,FUR-FU-10000629,Furniture,South,11.032,4,0.2,12.1352,8,1,0,59,23.032
2016-07-18,FUR-CH-10000988,Furniture,South,140.81,1,0.0,39.4268,7,18,0,23,137.81
2015-02-09,FUR-FU-10001986,Furniture,Central,20.392,2,0.6,-30.588,2,9,0,81,33.392
2017-01-12,FUR-FU-10004973,Furniture,East,18.84,2,0.0,15.8256,1,12,0,30,-27.16
2017-09-10,FUR-CH-10002602,Furniture,West,120.784,3,0.2,27.1764,9,10,1,69,85.78399999999999
2017-03-26,FUR-BO-10001918,Furniture,East,128.784,2,0.2,-28.9764,3,26,1,23,105.784
2016-10-13,FUR-TA-10004575,Furniture,West,145.49,5,0.5,-465.568,10,13,0,49,137.49
2016-10-13,FUR-FU-10001617,Furniture,West,8.32,3,0.2,4.368,10,13,0,79,25.32
2017-04-15,FUR-FU-10004460,Furniture,West,39.29,5,0.0,70.722,4,15,1,37,23.29
2014-07-21,FUR-CH-10001215,Furniture,West,400.784,2,0.2,50.098,7,21,0,46,431.784
2014-07-21,FUR-TA-10004175,Furniture,West,272.848,1,0.2,27.2848,7,21,0,86,222.848
2017-11-21,FUR-TA-10004767,Furniture,West,70.98,1,0.0,20.5842,11,21,0,91,54.98
2016-03-10,FUR-BO-10003272,Furniture,East,176.784,1,0.2,-22.098,3,10,0,80,151.784
2017-12-29,FUR-CH-10002880,Furniture,West,98.392,4,0.2,-44.2764,12,29,0,63,83.392
2015-03-05,FUR-CH-10001146,Furniture,East,54.801,7,0.1,63.9345,3,5,0,47,9.801000000000002
2016-04-22,FUR-FU-10001889,Furniture,West,10.52,3,0.0,10.4148,4,22,0,92,49.52
2014-10-21,FUR-TA-10000617,Furniture,East,136.53,3,0.4,-122.877,10,21,0,58,125.53
2014-08-29,FUR-TA-10001857,Furniture,South,58.0195,3,0.45,-110.7645,8,29,0,85,20.0195
2017-10-21,FUR-CH-10000155,Furniture,West,239.24,2,0.2,47.848,10,21,1,42,224.24
2015-02-03,FUR-FU-10004093,Furniture,West,34.23,4,0.0,41.076,2,3,0,46,27.23
2017-12-18,FUR-FU-10001037,Furniture,East,9.48,2,0.0,8.532,12,18,0,98,8.48
2017-08-17,FUR-CH-10003981,Furniture,East,231.282,2,0.1,97.6524,8,17,0,100,273.28200000000004
2017-08-06,FUR-BO-10000468,Furniture,South,48.580000000000005,3,0.0,23.3184,8,6,1,95,3.5800000000000054
2017-08-06,FUR-FU-10001706,Furniture,South,3.08,5,0.0,7.392,8,6,1,77,-8.92
2015-05-25,FUR-FU-10002268,Furniture,West,4.91,3,0.0,4.8609,5,25,0,95,-23.09
2016-07-08,FUR-CH-10004287,Furniture,West,220.96,3,0.2,74.574,7,8,0,87,259.96000000000004
2017-09-02,FUR-FU-10001196,Furniture,East,5.77,2,0.0,3.462,9,2,1,27,-35.230000000000004
2017-09-02,FUR-TA-10001889,Furniture,East,254.526,1,0.4,-93.3262,9,2,1,35,260.526
2017-09-02,FUR-CH-10003379,Furniture,East,256.482,5,0.1,213.735,9,2,1,76,240.48200000000003
2014-10-18,FUR-CH-10003774,Furniture,South,90.98,6,0.0,70.9644,10,18,1,69,43.98
2016-04-14,FUR-CH-10004086,Furniture,West,233.384,4,0.2,105.0228,4,14,0,29,239.384
2014-11-25,FUR-FU-10001940,Furniture,West,7.96,3,0.0,10.5072,11,25,0,41,-4.04
2015-11-09,FUR-TA-10002855,Furniture,Central,146.34,7,0.0,215.1198,11,9,0,39,118.34
2017-12-02,FUR-FU-10004020,Furniture,Central,2.188,4,0.6,-3.7196,12,2,1,63,-40.812
2017-12-25,FUR-CH-10001146,Furniture,South,60.89,5,0.0,76.1125,12,25,0,43,37.89
2017-08-03,FUR-BO-10003034,Furniture,Central,91.686,2,0.3,-36.6744,8,3,0,84,105.686
2016-09-18,FUR-CH-10001854,Furniture,South,350.98,1,0.0,84.2352,9,18,1,28,324.98
2016-09-19,FUR-CH-10004675,Furniture,East,218.08,4,0.0,244.2496,9,19,0,85,210.08
2015-03-13,FUR-BO-10004409,Furniture,West,70.98,2,0.0,39.7488,3,13,0,77,115.98
2017-09-25,FUR-CH-10003061,Furniture,Central,89.99000000000001,3,0.0,51.2943,9,25,0,37,113.99
2015-06-18,FUR-FU-10004973,Furniture,West,15.072,5,0.2,20.724,6,18,0,90,-21.928
2015-07-11,FUR-FU-10004848,Furniture,East,41.4,7,0.2,36.225,7,11,1,71,35.4
2015-07-11,FUR-CH-10003833,Furniture,East,42.686,8,0.3,-73.176,7,11,1,35,10.686
2015-07-11,FUR-FU-10003142,Furniture,East,4.224,6,0.2,3.4848,7,11,1,30,12.224
2016-12-01,FUR-FU-10001196,Furniture,Central,5.77,3,0.0,5.193,12,1,0,72,4.77
2017-12-22,FUR-CH-10002335,Furniture,Central,226.67,7,0.0,412.5394,12,22,0,85,230.67
2017-12-22,FUR-TA-10004534,Furniture,Central,205.9,2,0.0,70.006,12,22,0,50,243.9
2014-10-31,FUR-CH-10003833,Furniture,West,48.784,3,0.2,-9.147,10,31,0,55,63.784
2015-04-13,FUR-TA-10003954,Furniture,West,236.944,3,0.2,-97.7394,4,13,0,101,194.944
2017-11-20,FUR-CH-10003956,Furniture,West,56.784000000000006,5,0.2,-46.137,11,20,0,58,12.784000000000006
2014-12-01,FUR-FU-10001861,Furniture,West,19.4,3,0.0,28.518,12,1,0,24,-29.6
2015-12-24,FUR-FU-10002885,Furniture,West,3.856,2,0.2,1.7352,12,24,0,46,-39.144
2017-07-15,FUR-TA-10004607,Furniture,East,103.481,3,0.3,-48.7839,7,15,1,30,72.481
2014-11-17,FUR-CH-10004289,Furniture,Central,95.98,5,0.0,81.583,11,17,0,92,45.97999999999999
2014-07-18,FUR-CH-10002372,Furniture,West,64.784,4,0.2,-25.9136,7,18,0,43,80.784
2015-10-31,FUR-CH-10004218,Furniture,West,80.784,4,0.2,20.196,10,31,1,29,120.784
2015-10-31,FUR-BO-10002213,Furniture,West,425.833,1,0.15,20.0392,10,31,1,95,459.833
2015-10-12,FUR-TA-10001307,Furniture,East,209.67,1,0.4,-13.978,10,12,0,45,232.67
2017-11-09,FUR-CH-10003061,Furniture,West,71.992,3,0.2,-2.6997,11,9,0,78,23.992000000000004
2017-09-22,FUR-BO-10001972,Furniture,Central,120.98,2,0.0,41.1332,9,22,0,54,127.98
2015-10-04,FUR-FU-10003623,Furniture,East,21.648,3,0.2,6.4944,10,4,1,64,-3.3520000000000003
2014-05-20,FUR-FU-10000076,Furniture,East,19.98,7,0.0,60.1398,5,20,0,60,58.98
2015-12-31,FUR-FU-10002364,Furniture,Central,2.952,5,0.6,-11.439,12,31,0,53,-17.048000000000002
2014-06-06,FUR-TA-10003238,Furniture,East,330.588,3,0.4,-347.1174,6,6,0,56,357.588
2016-06-25,FUR-CH-10002965,Furniture,East,140.686,3,0.3,-18.0882,6,25,1,71,180.686
2014-12-12,FUR-FU-10003975,Furniture,West,43.31,1,0.0,4.331,12,12,0,53,-2.6899999999999977
2017-11-19,FUR-CH-10001973,Furniture,Central,77.68599999999999,3,0.3,-53.2704,11,19,1,37,113.686
2016-04-30,FUR-FU-10004973,Furniture,Central,7.536,3,0.6,-10.1736,4,30,1,50,35.536
2016-05-14,FUR-FU-10002937,Furniture,East,79.384,1,0.2,29.769,5,14,1,22,91.384
2016-10-13,FUR-FU-10003394,Furniture,Central,27.984,5,0.6,-150.414,10,13,0,31,7.983999999999998
2017-11-19,FUR-CH-10004675,Furniture,Central,152.656,2,0.3,-8.7232,11,19,1,60,128.656
2016-05-07,FUR-CH-10002084,Furniture,East,110.691,4,0.1,59.0352,5,7,1,25,99.691
2016-05-07,FUR-FU-10001940,Furniture,East,7.96,8,0.0,28.0192,5,7,1,48,-15.04
2017-08-10,FUR-FU-10003708,Furniture,Central,60.65,2,0.0,25.473,8,10,0,42,75.65
2014-06-01,FUR-FU-10001935,Furniture,South,3.7,6,0.0,9.102,6,1,1,83,36.7
2015-09-06,FUR-FU-10004748,Furniture,West,63.94,3,0.0,74.8098,9,6,1,76,61.94
2015-06-29,FUR-FU-10001473,Furniture,East,20.104,1,0.2,1.7591,6,29,0,56,3.103999999999999
2017-11-21,FUR-FU-10003535,Furniture,East,27.42,1,0.0,11.2422,11,21,0,85,-7.579999999999998
2017-10-01,FUR-CH-10000553,Furniture,West,27.152,4,0.2,9.5032,10,1,1,95,65.152
2015-12-06,FUR-CH-10004860,Furniture,East,70.686,1,0.3,-24.2352,12,6,1,45,24.686000000000007
2016-03-19,FUR-BO-10002202,Furniture,West,72.294,1,0.7,-98.8018,3,19,1,24,121.294
2016-10-01,FUR-TA-10003238,Furniture,East,330.588,1,0.4,-115.7058,10,1,1,58,295.588
2017-06-26,FUR-FU-10000293,Furniture,Central,105.29,5,0.0,31.587,6,26,0,34,128.29000000000002
2017-04-20,FUR-FU-10004597,Furniture,Central,22.2,2,0.6,-52.17,4,20,0,87,-2.8000000000000007
2016-09-17,FUR-FU-10004952,Furniture,East,54.74,2,0.0,33.9388,9,17,1,73,44.74
2017-06-16,FUR-CH-10000015,Furniture,West,173.28,7,0.2,90.972,6,16,0,63,208.28
2017-02-06,FUR-BO-10004015,Furniture,South,119.99,3,0.0,79.1934,2,6,0,62,131.99
2015-03-06,FUR-FU-10000308,Furniture,West,62.18,7,0.0,95.7572,3,6,0,48,107.18
2014-10-03,FUR-TA-10001866,Furniture,West,143.432,1,0.2,3.5858,10,3,0,73,107.432
2014-10-03,FUR-CH-10002774,Furniture,West,40.784,3,0.2,13.7646,10,3,0,37,7.783999999999999
2014-06-27,FUR-TA-10001039,Furniture,South,85.98,1,0.0,22.3548,6,27,0,22,126.98
2017-10-30,FUR-CH-10003833,Furniture,West,48.784,2,0.2,-6.098,10,30,0,84,18.784
2017-10-30,FUR-CH-10004289,Furniture,West,76.784,8,0.2,-23.0352,10,30,0,38,75.784
2017-10-30,FUR-BO-10004467,Furniture,West,99.99,2,0.0,37.9962,10,30,0,35,131.99
2017-01-08,FUR-TA-10001950,Furniture,West,446.49,2,0.0,80.3682,1,8,1,66,492.49
2015-04-20,FUR-FU-10002937,Furniture,South,99.23,6,0.0,297.69,4,20,0,36,93.23
2017-12-23,FUR-FU-10003708,Furniture,East,60.65,3,0.0,38.2095,12,23,1,49,96.65
2015-11-01,FUR-FU-10000965,Furniture,East,51.94,5,0.0,106.477,11,1,1,40,14.939999999999998
2017-09-17,FUR-CH-10000785,Furniture,South,180.98,4,0.0,188.2192,9,17,1,27,149.98
2016-12-23,FUR-BO-10003441,Furniture,Central,70.686,2,0.3,-14.1372,12,23,0,40,47.68600000000001
2017-06-11,FUR-CH-10001394,Furniture,West,280.792,1,0.2,35.099,6,11,1,29,304.792
2017-07-20,FUR-CH-10003833,Furniture,Central,60.98,3,0.0,27.441,7,20,0,54,73.97999999999999
2015-09-15,FUR-BO-10004709,Furniture,East,46.384,1,0.2,1.1596,9,15,0,31,94.384
2015-12-25,FUR-FU-10001468,Furniture,East,136.784,4,0.2,-68.392,12,25,0,39,100.784
2014-12-31,FUR-FU-10002501,Furniture,East,12.64,5,0.0,23.384,12,31,0,31,10.64
2016-03-13,FUR-TA-10004619,Furniture,Central,111.517,5,0.3,0.0,3,13,1,81,97.517
2015-08-31,FUR-BO-10002545,Furniture,West,221.833,7,0.15,200.9546,8,31,0,55,225.833
2014-03-17,FUR-TA-10003473,Furniture,East,225.67800000000005,7,0.4,-447.5947,3,17,0,98,198.67800000000005
2014-03-17,FUR-TA-10001950,Furniture,East,267.894,4,0.4,-553.6476,3,17,0,59,279.894
2014-03-17,FUR-TA-10004175,Furniture,East,204.636,3,0.4,-122.7816,3,17,0,61,243.636
2016-03-13,FUR-FU-10004864,Furniture,South,63.94,2,0.0,40.9216,3,13,1,75,13.939999999999998
2014-11-24,FUR-CH-10001714,Furniture,West,120.712,1,0.2,-18.1068,11,24,0,78,134.712
2016-09-23,FUR-FU-10002298,Furniture,East,88.78399999999999,6,0.2,-26.6352,9,23,0,27,126.784
2016-07-07,FUR-FU-10004973,Furniture,Central,7.536,8,0.6,-27.1296,7,7,0,38,4.536
2016-07-07,FUR-CH-10000785,Furniture,Central,126.686,2,0.3,-14.4784,7,7,0,83,82.686
2016-05-06,FUR-FU-10004848,Furniture,East,7.816000000000001,7,0.2,11.6263,5,6,0,62,-14.184
2015-12-06,FUR-FU-10002878,Furniture,East,28.48,4,0.0,42.1504,12,6,1,79,70.48
2016-09-27,FUR-BO-10000780,Furniture,Central,136.6664,7,0.32,-225.0976,9,27,0,96,131.6664
2017-03-23,FUR-FU-10000758,Furniture,West,26.48,8,0.0,76.2624,3,23,0,83,66.48
2014-11-12,FUR-TA-10002356,Furniture,West,209.688,3,0.2,31.4532,11,12,0,33,178.688
2016-12-29,FUR-CH-10001714,Furniture,Central,150.89,5,0.0,60.356,12,29,0,54,146.89
2015-07-06,FUR-BO-10002824,Furniture,East,150.98,2,0.0,60.392,7,6,0,35,113.98
2017-12-25,FUR-TA-10002645,Furniture,East,136.53,2,0.4,-104.673,12,25,0,59,127.53
2016-06-11,FUR-FU-10004415,Furniture,Central,1.792,7,0.6,-9.0944,6,11,1,38,25.792
2017-12-28,FUR-FU-10001935,Furniture,West,3.7,2,0.0,3.034,12,28,0,34,0.7000000000000002
2014-03-25,FUR-CH-10002439,Furniture,East,52.398,7,0.1,65.2064,3,25,0,64,12.398000000000003
2017-07-03,FUR-FU-10003708,Furniture,West,60.650000000000006,9,0.0,114.6285,7,3,0,83,103.65
2014-11-18,FUR-TA-10000849,Furniture,West,72.99,2,0.5,-99.2664,11,18,0,98,121.99
2017-07-17,FUR-FU-10002597,Furniture,South,3.952,2,0.2,2.1736,7,17,0,95,37.952
2016-05-22,FUR-TA-10003748,Furniture,East,87.143,2,0.3,-19.9184,5,22,1,28,73.143
2016-10-31,FUR-CH-10000988,Furniture,East,98.567,5,0.3,-14.081,10,31,0,41,72.567
2016-01-22,FUR-FU-10002107,Furniture,South,1.784,8,0.2,4.2816,1,22,0,100,25.784
2016-01-22,FUR-BO-10002213,Furniture,South,112.784,4,0.2,-67.6704,1,22,0,76,158.784
2016-11-03,FUR-CH-10001190,Furniture,West,108.792,2,0.2,-29.9178,11,3,0,60,123.792
2017-09-04,FUR-TA-10000198,Furniture,West,440.7840000000001,3,0.2,-99.1764,9,4,0,94,440.7840000000001
2017-08-28,FUR-TA-10000617,Furniture,West,227.55,5,0.0,250.305,8,28,0,95,273.55
2016-09-10,FUR-TA-10004086,Furniture,Central,60.186,5,0.3,-34.392,9,10,1,42,56.186
2014-06-16,FUR-CH-10000225,Furniture,Central,80.98,8,0.0,32.392,6,16,0,39,88.98
2014-07-25,FUR-FU-10004351,Furniture,West,9.74,8,0.0,34.2848,7,25,0,62,-39.26
2016-11-11,FUR-CH-10004540,Furniture,Central,23.996,2,0.3,-2.0568,11,11,0,74,-23.004
2017-05-02,FUR-FU-10003975,Furniture,East,43.31,3,0.0,12.993,5,2,0,26,24.31
2015-01-27,FUR-CH-10000513,Furniture,East,90.993,2,0.3,-54.5958,1,27,0,28,89.993
